hand	hand_eff	hand_name
['c13', 'd04', 'h11', 's01']	['s01', 'c13', 'h11', 'd04']	Badugi-13_11_04_01
['c04', 'd11', 'h05', 's05']	['s05', 'd11', 'c04']	Three_Card-11_05_04
['c02', 'c12', 's04', 's08']	['c02', 's04']	Two_Card-04_02
['c11', 'd03', 's04', 's10']	['c11', 'd03', 's04']	Three_Card-11_04_03
['c02', 'd11', 'h11', 's01']	['s01', 'c02', 'd11']	Three_Card-11_02_01
['d01', 'h03', 'h13', 's05']	['s05', 'd01', 'h03']	Three_Card-05_03_01
['d09', 'h02', 'h08', 's06']	['d09', 'h02', 's06']	Three_Card-09_06_02
['d02', 'd07', 'h08', 's08']	['s08', 'd02']	Two_Card-08_02
['c12', 'd03', 'h11', 's06']	['h11', 'c12', 's06', 'd03']	Badugi-12_11_06_03
['c06', 's03', 's11', 's12']	['c06', 's03']	Two_Card-06_03
['c11', 'd12', 'h02', 'h06']	['c11', 'h02', 'd12']	Three_Card-12_11_02
['c02', 'c08', 'c09', 's05']	['s05', 'c02']	Two_Card-05_02
['c11', 'd07', 'd10', 'h04']	['c11', 'd07', 'h04']	Three_Card-11_07_04
['d05', 'h07', 'h09', 's13']	['d05', 's13', 'h07']	Three_Card-13_07_05
['c03', 'd02', 's06', 's13']	['d02', 's06', 'c03']	Three_Card-06_03_02
['d07', 'h03', 'h06', 's05']	['s05', 'd07', 'h03']	Three_Card-07_05_03
['c13', 'h11', 's09', 's11']	['s09', 'c13', 'h11']	Three_Card-13_11_09
['c02', 'c11', 's12', 's13']	['c02', 's12']	Two_Card-12_02
['c02', 'd06', 'd10', 'h04']	['c02', 'd06', 'h04']	Three_Card-06_04_02
['s02', 's06', 's07', 's11']	['s02']	One_Card-02
['c01', 'd10', 'd12', 'd13']	['c01', 'd10']	Two_Card-10_01
['c10', 'd13', 'h09', 's04']	['h09', 'd13', 'c10', 's04']	Badugi-13_10_09_04
['c04', 'c05', 'd10', 'h08']	['h08', 'd10', 'c04']	Three_Card-10_08_04
['c03', 'c06', 'd03', 'h09']	['h09', 'c06', 'd03']	Three_Card-09_06_03
['c01', 'c11', 'd11', 'd12']	['c01', 'd11']	Two_Card-11_01
['c13', 'h01', 's07', 's12']	['h01', 'c13', 's07']	Three_Card-13_07_01
['d11', 'd13', 's08', 's09']	['d11', 's08']	Two_Card-11_08
['c02', 'd05', 'h05', 's03']	['d05', 'c02', 's03']	Three_Card-05_03_02
['c02', 'c07', 's07', 's10']	['c02', 's07']	Two_Card-07_02
['d02', 'h04', 's02', 's07']	['s02', 'h04']	Two_Card-04_02
['c02', 'c08', 'd04', 'd06']	['c02', 'd04']	Two_Card-04_02
['c02', 'd04', 'd12', 'h05']	['h05', 'c02', 'd04']	Three_Card-05_04_02
['c04', 'd13', 'h04', 's05']	['s05', 'd13', 'c04']	Three_Card-13_05_04
['c04', 'd11', 'd12', 's06']	['d11', 's06', 'c04']	Three_Card-11_06_04
['d02', 'd12', 'h05', 'h10']	['h05', 'd02']	Two_Card-05_02
['d07', 'h03', 'h06', 's02']	['s02', 'd07', 'h03']	Three_Card-07_03_02
['c13', 'd01', 'd09', 's06']	['d01', 'c13', 's06']	Three_Card-13_06_01
['c04', 'd09', 'h03', 's01']	['s01', 'd09', 'h03', 'c04']	Badugi-09_04_03_01
['c04', 'd05', 'd09', 's03']	['d05', 's03', 'c04']	Three_Card-05_04_03
['d04', 'h04', 'h10', 'h12']	['h10', 'd04']	Two_Card-10_04
['c08', 'd04', 's03', 's04']	['c08', 's03', 'd04']	Three_Card-08_04_03
['c06', 'c11', 'd02', 's03']	['d02', 'c06', 's03']	Three_Card-06_03_02
['c07', 'c10', 'd10', 's13']	['s13', 'd10', 'c07']	Three_Card-13_10_07
['c03', 'd03', 's09', 's13']	['s09', 'c03']	Two_Card-09_03
['d04', 'd07', 'h03', 's13']	['s13', 'h03', 'd04']	Three_Card-13_04_03
['d08', 'h01', 'h04', 'h05']	['h01', 'd08']	Two_Card-08_01
['c02', 'd13', 'h03', 's01']	['s01', 'c02', 'h03', 'd13']	Badugi-13_03_02_01
['c02', 'd08', 'd09', 'h04']	['c02', 'h04', 'd08']	Three_Card-08_04_02
['c04', 'c05', 'c10', 's03']	['s03', 'c04']	Two_Card-04_03
['c02', 'h03', 's07', 's11']	['c02', 's07', 'h03']	Three_Card-07_03_02
['h02', 'h11', 's05', 's09']	['s05', 'h02']	Two_Card-05_02
['d02', 'd12', 'h07', 's01']	['s01', 'd02', 'h07']	Three_Card-07_02_01
['c10', 'c12', 'd03', 'd10']	['c10', 'd03']	Two_Card-10_03
['d01', 'd05', 's06', 's10']	['d01', 's06']	Two_Card-06_01
['c03', 'd05', 'h12', 's09']	['s09', 'd05', 'h12', 'c03']	Badugi-12_09_05_03
['c05', 'c12', 'h11', 's06']	['c05', 's06', 'h11']	Three_Card-11_06_05
['c09', 'd02', 'h07', 's02']	['c09', 's02', 'h07']	Three_Card-09_07_02
['c09', 'h08', 'h13', 's04']	['c09', 'h08', 's04']	Three_Card-09_08_04
['h02', 'h09', 's06', 's13']	['h02', 's06']	Two_Card-06_02
['c02', 'd10', 'h12', 's10']	['c02', 's10', 'h12']	Three_Card-12_10_02
['c13', 'd08', 'd11', 'h04']	['c13', 'h04', 'd08']	Three_Card-13_08_04
['c01', 'c05', 'h01', 's03']	['c01', 's03']	Two_Card-03_01
['d09', 'h06', 'h09', 's10']	['d09', 's10', 'h06']	Three_Card-10_09_06
['h02', 'h07', 'h08', 'h13']	['h02']	One_Card-02
['h03', 'h07', 'h11', 's03']	['h07', 's03']	Two_Card-07_03
['d03', 'd13', 's08', 's11']	['s08', 'd03']	Two_Card-08_03
['c06', 'd06', 'h04', 's11']	['s11', 'c06', 'h04']	Three_Card-11_06_04
['d05', 'h03', 'h12', 's12']	['d05', 's12', 'h03']	Three_Card-12_05_03
['c07', 'h12', 's02', 's07']	['s02', 'h12', 'c07']	Three_Card-12_07_02
['c04', 'c07', 'd06', 's02']	['s02', 'd06', 'c04']	Three_Card-06_04_02
['c04', 'c06', 'd09', 'h05']	['d09', 'h05', 'c04']	Three_Card-09_05_04
['c03', 'd05', 'h06', 's04']	['d05', 'h06', 'c03', 's04']	Badugi-06_05_04_03
['d02', 'd04', 'd08', 's11']	['s11', 'd02']	Two_Card-11_02
['d10', 'd11', 'h04', 'h06']	['d10', 'h04']	Two_Card-10_04
['d10', 'd11', 'd12', 's06']	['d10', 's06']	Two_Card-10_06
['h04', 'h12', 's02', 's07']	['s02', 'h04']	Two_Card-04_02
['c09', 'd03', 'd07', 's02']	['c09', 's02', 'd03']	Three_Card-09_03_02
['c06', 'h10', 's07', 's10']	['h10', 's07', 'c06']	Three_Card-10_07_06
['d04', 'd09', 's01', 's03']	['s01', 'd04']	Two_Card-04_01
['c01', 'c05', 'd08', 's08']	['c01', 'd08']	Two_Card-08_01
['c05', 'c11', 'h03', 's05']	['c05', 'h03']	Two_Card-05_03
['c02', 'd09', 's02', 's04']	['d09', 'c02', 's04']	Three_Card-09_04_02
['c03', 'h11', 's01', 's06']	['s01', 'h11', 'c03']	Three_Card-11_03_01
['c05', 'd13', 'h04', 's08']	['c05', 's08', 'd13', 'h04']	Badugi-13_08_05_04
['c11', 'd05', 'h11', 's05']	['s05', 'c11']	Two_Card-11_05
['c03', 'd04', 'h01', 's03']	['h01', 's03', 'd04']	Three_Card-04_03_01
['c01', 'c06', 'c12', 'h09']	['c01', 'h09']	Two_Card-09_01
['c03', 'c08', 'h01', 's12']	['h01', 's12', 'c03']	Three_Card-12_03_01
['d09', 'd13', 'h08', 's07']	['d09', 'h08', 's07']	Three_Card-09_08_07
['c02', 'c11', 'c12', 'h01']	['h01', 'c02']	Two_Card-02_01
['c01', 'c11', 'd03', 'd11']	['c01', 'd03']	Two_Card-03_01
['d03', 'h05', 'h07', 's11']	['s11', 'h05', 'd03']	Three_Card-11_05_03
['c02', 'd12', 'd13', 's09']	['s09', 'c02', 'd12']	Three_Card-12_09_02
['c02', 'c07', 'd04', 's10']	['c02', 's10', 'd04']	Three_Card-10_04_02
['d02', 'd03', 'd06', 'd09']	['d02']	One_Card-02
['d02', 'd07', 'h04', 'h06']	['d02', 'h04']	Two_Card-04_02
['d06', 'd13', 's01', 's11']	['s01', 'd06']	Two_Card-06_01
['c03', 'd01', 'd02', 's04']	['d01', 'c03', 's04']	Three_Card-04_03_01
['c13', 'h07', 'h08', 's12']	['c13', 'h07', 's12']	Three_Card-13_12_07
['d05', 's01', 's03', 's13']	['d05', 's01']	Two_Card-05_01
['c02', 'c04', 'c12', 's03']	['c02', 's03']	Two_Card-03_02
['d06', 'd10', 'h10', 'h11']	['h10', 'd06']	Two_Card-10_06
['c08', 'h07', 'h09', 's04']	['c08', 'h07', 's04']	Three_Card-08_07_04
['d08', 's01', 's03', 's13']	['s01', 'd08']	Two_Card-08_01
['c09', 'h06', 's01', 's06']	['c09', 's01', 'h06']	Three_Card-09_06_01
['c04', 'd12', 'h01', 'h03']	['h01', 'd12', 'c04']	Three_Card-12_04_01
['c09', 'd13', 'h05', 'h13']	['c09', 'd13', 'h05']	Three_Card-13_09_05
['c03', 'h05', 'h06', 's08']	['h05', 's08', 'c03']	Three_Card-08_05_03
['d03', 'd05', 'd06', 'h11']	['h11', 'd03']	Two_Card-11_03
['c01', 'c11', 'h06', 'h07']	['c01', 'h06']	Two_Card-06_01
['c10', 'h11', 'h12', 's02']	['h11', 's02', 'c10']	Three_Card-11_10_02
['c08', 'h06', 's06', 's11']	['c08', 's06']	Two_Card-08_06
['c02', 'c13', 'h13', 's10']	['c02', 's10', 'h13']	Three_Card-13_10_02
['c07', 'd01', 'd12', 's11']	['d01', 'c07', 's11']	Three_Card-11_07_01
['c04', 'd09', 's06', 's09']	['d09', 's06', 'c04']	Three_Card-09_06_04
['d09', 'h08', 'h10', 's12']	['d09', 'h08', 's12']	Three_Card-12_09_08
['c01', 'd07', 'h02', 'h12']	['c01', 'h02', 'd07']	Three_Card-07_02_01
['c13', 'd01', 'd02', 's06']	['d01', 'c13', 's06']	Three_Card-13_06_01
['c12', 'h10', 's05', 's07']	['s05', 'h10', 'c12']	Three_Card-12_10_05
['d06', 'd08', 'd10', 'h11']	['h11', 'd06']	Two_Card-11_06
['c02', 'c07', 'c10', 's13']	['c02', 's13']	Two_Card-13_02
['d11', 'h08', 's07', 's12']	['d11', 'h08', 's07']	Three_Card-11_08_07
['c02', 'c06', 'c11', 'd03']	['c02', 'd03']	Two_Card-03_02
['c05', 'd05', 'd13', 'h13']	['c05', 'h13']	Two_Card-13_05
['c05', 'h04', 's03', 's05']	['c05', 's03', 'h04']	Three_Card-05_04_03
['c11', 'd11', 'h02', 'h09']	['c11', 'h02']	Two_Card-11_02
['c02', 'd02', 'd06', 'h06']	['c02', 'h06']	Two_Card-06_02
['c03', 'c04', 'd03', 'h12']	['h12', 'd03', 'c04']	Three_Card-12_04_03
['c09', 'c11', 'h03', 'h09']	['c09', 'h03']	Two_Card-09_03
['d09', 'd10', 'h10', 's04']	['d09', 'h10', 's04']	Three_Card-10_09_04
['d09', 'd12', 's03', 's07']	['d09', 's03']	Two_Card-09_03
['d02', 'd07', 'd09', 's03']	['d02', 's03']	Two_Card-03_02
['c01', 'c04', 's02', 's05']	['c01', 's02']	Two_Card-02_01
['d04', 'd10', 'h06', 'h13']	['h06', 'd04']	Two_Card-06_04
['c09', 'h03', 'h04', 's11']	['c09', 'h03', 's11']	Three_Card-11_09_03
['d05', 'h10', 'h12', 's13']	['d05', 's13', 'h10']	Three_Card-13_10_05
['c02', 'c03', 'd07', 'h08']	['c02', 'd07', 'h08']	Three_Card-08_07_02
['c09', 'h01', 'h05', 's02']	['c09', 's02', 'h01']	Three_Card-09_02_01
['c09', 'd09', 'h03', 'h13']	['c09', 'h03']	Two_Card-09_03
['d01', 'd10', 's03', 's06']	['d01', 's03']	Two_Card-03_01
['c02', 'd09', 's02', 's12']	['d09', 'c02']	Two_Card-09_02
['c09', 'd02', 's06', 's12']	['c09', 'd02', 's06']	Three_Card-09_06_02
['c05', 'c11', 'h02', 'h05']	['c05', 'h02']	Two_Card-05_02
['h03', 'h13', 's01', 's13']	['s01', 'h03']	Two_Card-03_01
['c01', 'c02', 'd03', 'h01']	['h01', 'c02', 'd03']	Three_Card-03_02_01
['c02', 'd13', 'h04', 's08']	['s08', 'c02', 'd13', 'h04']	Badugi-13_08_04_02
['c04', 'c05', 'd10', 's02']	['s02', 'd10', 'c04']	Three_Card-10_04_02
['c02', 'c05', 'd04', 's01']	['s01', 'c02', 'd04']	Three_Card-04_02_01
['h04', 'h06', 's01', 's02']	['s01', 'h04']	Two_Card-04_01
['d05', 'd08', 'd13', 's04']	['d05', 's04']	Two_Card-05_04
['c06', 'c10', 'd09', 's08']	['d09', 's08', 'c06']	Three_Card-09_08_06
['c04', 'c06', 'h02', 'h04']	['h02', 'c04']	Two_Card-04_02
['c06', 'h08', 's03', 's11']	['h08', 'c06', 's03']	Three_Card-08_06_03
['c13', 'd01', 'h07', 'h12']	['d01', 'c13', 'h07']	Three_Card-13_07_01
['c06', 'c07', 'h10', 's08']	['s08', 'h10', 'c06']	Three_Card-10_08_06
['c03', 'c07', 'd05', 'h13']	['d05', 'h13', 'c03']	Three_Card-13_05_03
['c10', 'h05', 'h06', 'h08']	['h05', 'c10']	Two_Card-10_05
['c12', 'h01', 's03', 's11']	['h01', 'c12', 's03']	Three_Card-12_03_01
['d13', 'h06', 'h11', 's06']	['h11', 'd13', 's06']	Three_Card-13_11_06
['c13', 'd13', 'h07', 'h13']	['c13', 'h07']	Two_Card-13_07
['c02', 'd09', 'h02', 'h10']	['d09', 'c02']	Two_Card-09_02
['c12', 'h06', 'h09', 'h10']	['h06', 'c12']	Two_Card-12_06
['c03', 'c06', 'h07', 's13']	['s13', 'h07', 'c03']	Three_Card-13_07_03
['c08', 'h09', 's08', 's10']	['h09', 'c08']	Two_Card-09_08
['c03', 'c07', 'd10', 'd13']	['d10', 'c03']	Two_Card-10_03
['c03', 'd08', 's06', 's07']	['d08', 's06', 'c03']	Three_Card-08_06_03
['c11', 'd11', 'd12', 's06']	['c11', 's06']	Two_Card-11_06
['c02', 'd12', 'h02', 'h11']	['h11', 'c02', 'd12']	Three_Card-12_11_02
['c07', 'd11', 's04', 's12']	['d11', 'c07', 's04']	Three_Card-11_07_04
['c09', 'c13', 'h01', 's09']	['c09', 'h01']	Two_Card-09_01
['c13', 'd08', 's04', 's08']	['c13', 's04', 'd08']	Three_Card-13_08_04
['d01', 'd03', 'h09', 's12']	['d01', 'h09', 's12']	Three_Card-12_09_01
['c05', 'd08', 'h12', 's04']	['c05', 'd08', 'h12', 's04']	Badugi-12_08_05_04
['c07', 'h13', 's01', 's07']	['s01', 'h13', 'c07']	Three_Card-13_07_01
['c01', 'd02', 's02', 's13']	['c01', 'd02']	Two_Card-02_01
['c01', 'h10', 'h11', 's03']	['c01', 'h10', 's03']	Three_Card-10_03_01
['c06', 'c10', 'h13', 's13']	['s13', 'c06']	Two_Card-13_06
['c09', 'h09', 's04', 's06']	['c09', 's04']	Two_Card-09_04
['c10', 'c13', 's02', 's13']	['s02', 'c10']	Two_Card-10_02
['c03', 'c07', 'd10', 's05']	['s05', 'd10', 'c03']	Three_Card-10_05_03
['d03', 'd07', 'h04', 's07']	['s07', 'd03', 'h04']	Three_Card-07_04_03
['c06', 'd01', 'd03', 'd05']	['d01', 'c06']	Two_Card-06_01
['d02', 'd03', 'd04', 's06']	['d02', 's06']	Two_Card-06_02
['c07', 'd04', 'd06', 's07']	['c07', 'd04']	Two_Card-07_04
['c01', 'c12', 'd04', 'h07']	['c01', 'h07', 'd04']	Three_Card-07_04_01
['c13', 'd06', 'h10', 'h11']	['c13', 'h10', 'd06']	Three_Card-13_10_06
['c08', 'c11', 'd02', 'h07']	['c08', 'd02', 'h07']	Three_Card-08_07_02
['d02', 'd07', 's01', 's04']	['s01', 'd02']	Two_Card-02_01
['c08', 'd01', 'd04', 'd12']	['d01', 'c08']	Two_Card-08_01
['c01', 'c10', 's02', 's08']	['c01', 's02']	Two_Card-02_01
['h02', 'h05', 's01', 's11']	['s01', 'h02']	Two_Card-02_01
['c02', 'd03', 'd04', 'h05']	['h05', 'c02', 'd03']	Three_Card-05_03_02
['c10', 'c11', 'd13', 'h10']	['c11', 'd13', 'h10']	Three_Card-13_11_10
['c09', 'd06', 'h04', 's04']	['c09', 'd06', 's04']	Three_Card-09_06_04
['c12', 'd04', 's02', 's10']	['s02', 'c12', 'd04']	Three_Card-12_04_02
['c05', 'c13', 'd02', 's12']	['c05', 'd02', 's12']	Three_Card-12_05_02
['c08', 'd12', 'h07', 'h08']	['c08', 'h07', 'd12']	Three_Card-12_08_07
['d02', 'd13', 'h06', 's09']	['s09', 'd02', 'h06']	Three_Card-09_06_02
['c02', 'c05', 'h07', 's02']	['c05', 's02', 'h07']	Three_Card-07_05_02
['c03', 'd07', 'd11', 's07']	['d07', 'c03']	Two_Card-07_03
['c04', 'c05', 'd09', 's08']	['d09', 's08', 'c04']	Three_Card-09_08_04
['c13', 'd01', 'd02', 'd13']	['d01', 'c13']	Two_Card-13_01
['c10', 'c11', 'h05', 's12']	['h05', 'c10', 's12']	Three_Card-12_10_05
['c12', 'd05', 's06', 's13']	['d05', 's06', 'c12']	Three_Card-12_06_05
['c03', 'd10', 'h10', 's07']	['d10', 's07', 'c03']	Three_Card-10_07_03
['c05', 'c09', 'h06', 'h07']	['c05', 'h06']	Two_Card-06_05
['d07', 'h03', 'h13', 's03']	['d07', 's03']	Two_Card-07_03
['c07', 'd05', 'h11', 'h13']	['d05', 'c07', 'h11']	Three_Card-11_07_05
['c09', 'c12', 'd05', 'h09']	['c09', 'd05']	Two_Card-09_05
['c12', 'd01', 'h03', 's11']	['s11', 'd01', 'c12', 'h03']	Badugi-12_11_03_01
['d01', 'd06', 'd13', 'h12']	['d01', 'h12']	Two_Card-12_01
['c13', 'd03', 'd12', 's08']	['c13', 'd03', 's08']	Three_Card-13_08_03
['c01', 'c06', 'c13', 's12']	['c01', 's12']	Two_Card-12_01
['c07', 'd11', 'h07', 's01']	['s01', 'c07', 'd11']	Three_Card-11_07_01
['c04', 'd11', 'd12', 'h12']	['d11', 'h12', 'c04']	Three_Card-12_11_04
['c05', 's01', 's10', 's11']	['c05', 's01']	Two_Card-05_01
['c12', 'd08', 'h02', 's13']	['s13', 'h02', 'c12', 'd08']	Badugi-13_12_08_02
['d08', 'd09', 'h02', 'h04']	['d08', 'h02']	Two_Card-08_02
['c06', 'd10', 'h07', 'h08']	['d10', 'h07', 'c06']	Three_Card-10_07_06
['c03', 'c05', 'd01', 'd03']	['d01', 'c03']	Two_Card-03_01
['c08', 'd02', 'd09', 's11']	['s11', 'c08', 'd02']	Three_Card-11_08_02
['c09', 'c11', 'd05', 'd11']	['c09', 'd05']	Two_Card-09_05
['c07', 'c11', 'd12', 'h07']	['c11', 'h07', 'd12']	Three_Card-12_11_07
['c11', 'd03', 'd06', 'h11']	['c11', 'd03']	Two_Card-11_03
['c03', 'h04', 'h11', 's13']	['s13', 'c03', 'h04']	Three_Card-13_04_03
['c05', 'h07', 's02', 's12']	['c05', 's02', 'h07']	Three_Card-07_05_02
['c03', 'c12', 'd12', 'h13']	['h13', 'd12', 'c03']	Three_Card-13_12_03
['c03', 'c11', 'd04', 'h01']	['h01', 'c03', 'd04']	Three_Card-04_03_01
['c03', 'c05', 'd11', 'h05']	['d11', 'h05', 'c03']	Three_Card-11_05_03
['c04', 'c09', 'd03', 's02']	['s02', 'd03', 'c04']	Three_Card-04_03_02
['h06', 'h09', 'h10', 's04']	['h06', 's04']	Two_Card-06_04
['c04', 'c09', 'd03', 'd11']	['d03', 'c04']	Two_Card-04_03
['c13', 'd04', 'd12', 's04']	['c13', 'd12', 's04']	Three_Card-13_12_04
['d12', 'h10', 's02', 's09']	['s02', 'h10', 'd12']	Three_Card-12_10_02
['c09', 'c12', 's05', 's09']	['c09', 's05']	Two_Card-09_05
['d04', 'h13', 's01', 's04']	['s01', 'h13', 'd04']	Three_Card-13_04_01
['c08', 'c10', 'd02', 'd05']	['c08', 'd02']	Two_Card-08_02
['d05', 'd08', 's01', 's06']	['d05', 's01']	Two_Card-05_01
['c12', 'd08', 'd12', 'h12']	['d08', 'c12']	Two_Card-12_08
['c11', 's06', 's09', 's10']	['c11', 's06']	Two_Card-11_06
['d01', 'd11', 'h02', 'h13']	['d01', 'h02']	Two_Card-02_01
['d04', 'd11', 's02', 's11']	['s02', 'd04']	Two_Card-04_02
['c06', 'c11', 'd06', 's06']	['c11', 'd06']	Two_Card-11_06
['c01', 'c04', 'c07', 'c10']	['c01']	One_Card-01
['d02', 'd06', 'h01', 'h07']	['h01', 'd02']	Two_Card-02_01
['d05', 'd07', 'h01', 'h05']	['d05', 'h01']	Two_Card-05_01
['d07', 'd12', 's05', 's08']	['s05', 'd07']	Two_Card-07_05
['c01', 'c12', 'd13', 'h03']	['c01', 'd13', 'h03']	Three_Card-13_03_01
['c08', 'c11', 'd11', 'h09']	['d11', 'c08', 'h09']	Three_Card-11_09_08
['d01', 'd05', 'd10', 's07']	['d01', 's07']	Two_Card-07_01
['c09', 'c12', 'c13', 's07']	['c09', 's07']	Two_Card-09_07
['h10', 'h11', 's05', 's09']	['s05', 'h10']	Two_Card-10_05
['d02', 'h01', 's01', 's13']	['s01', 'd02']	Two_Card-02_01
['c02', 'c03', 'd11', 's04']	['d11', 'c02', 's04']	Three_Card-11_04_02
['c12', 'h07', 'h09', 'h11']	['h07', 'c12']	Two_Card-12_07
['c11', 'd02', 'd06', 'd10']	['c11', 'd02']	Two_Card-11_02
['c10', 'd07', 's08', 's09']	['s08', 'c10', 'd07']	Three_Card-10_08_07
['c08', 'c11', 'd01', 's10']	['d01', 'c08', 's10']	Three_Card-10_08_01
['c04', 'd02', 'd06', 'h01']	['h01', 'd02', 'c04']	Three_Card-04_02_01
['c02', 'd03', 'd12', 's12']	['c02', 's12', 'd03']	Three_Card-12_03_02
['d09', 'h05', 'h11', 's09']	['s09', 'h05']	Two_Card-09_05
['c09', 'd06', 'h03', 's11']	['s11', 'd06', 'c09', 'h03']	Badugi-11_09_06_03
['c12', 'c13', 's08', 's11']	['s08', 'c12']	Two_Card-12_08
['c04', 'd12', 'h03', 's01']	['s01', 'd12', 'h03', 'c04']	Badugi-12_04_03_01
['c01', 'h04', 'h06', 's04']	['c01', 's04']	Two_Card-04_01
['d02', 'h08', 's10', 's12']	['d02', 's10', 'h08']	Three_Card-10_08_02
['c08', 'h08', 'h11', 's12']	['h11', 'c08', 's12']	Three_Card-12_11_08
['c12', 'd08', 'h03', 'h05']	['d08', 'c12', 'h03']	Three_Card-12_08_03
['d05', 'h06', 'h10', 's11']	['s11', 'd05', 'h06']	Three_Card-11_06_05
['c04', 'c09', 'd01', 'h11']	['d01', 'h11', 'c04']	Three_Card-11_04_01
['c01', 'c03', 'd07', 's13']	['c01', 's13', 'd07']	Three_Card-13_07_01
['c11', 'c12', 'd07', 'h12']	['c11', 'h12', 'd07']	Three_Card-12_11_07
['c06', 'd09', 'h01', 's09']	['s09', 'h01', 'c06']	Three_Card-09_06_01
['c03', 'c06', 'd05', 'd08']	['d05', 'c03']	Two_Card-05_03
['c03', 'd11', 'h02', 's08']	['d11', 's08', 'h02', 'c03']	Badugi-11_08_03_02
['c09', 'd02', 'h09', 's08']	['c09', 's08', 'd02']	Three_Card-09_08_02
['c04', 'd08', 'd11', 'h12']	['d08', 'h12', 'c04']	Three_Card-12_08_04
['c10', 'd07', 'h13', 's06']	['h13', 'c10', 'd07', 's06']	Badugi-13_10_07_06
['h13', 's03', 's07', 's12']	['h13', 's03']	Two_Card-13_03
['c10', 'h05', 'h07', 's12']	['h05', 'c10', 's12']	Three_Card-12_10_05
['c11', 'h08', 's06', 's12']	['c11', 'h08', 's06']	Three_Card-11_08_06
['c09', 'd08', 'h07', 's06']	['c09', 'd08', 'h07', 's06']	Badugi-09_08_07_06
['c08', 'd10', 'd11', 'h03']	['c08', 'd10', 'h03']	Three_Card-10_08_03
['d03', 'd10', 'h07', 's04']	['h07', 'd03', 's04']	Three_Card-07_04_03
['d02', 'd05', 's05', 's07']	['s05', 'd02']	Two_Card-05_02
['c08', 'h08', 'h13', 's13']	['c08', 's13']	Two_Card-13_08
['c01', 'd12', 'h10', 's06']	['c01', 'd12', 'h10', 's06']	Badugi-12_10_06_01
['c08', 'c11', 's04', 's13']	['c08', 's04']	Two_Card-08_04
['d11', 'd12', 's06', 's07']	['d11', 's06']	Two_Card-11_06
['c01', 'c04', 'd12', 's11']	['c01', 'd12', 's11']	Three_Card-12_11_01
['c09', 'h09', 'h13', 's01']	['c09', 's01']	Two_Card-09_01
['c09', 'd01', 'h02', 's08']	['c09', 's08', 'h02', 'd01']	Badugi-09_08_02_01
['c13', 'h04', 'h05', 's03']	['c13', 's03', 'h04']	Three_Card-13_04_03
['c02', 'd09', 'd11', 's11']	['d09', 'c02', 's11']	Three_Card-11_09_02
['d01', 'd11', 'd12', 'h12']	['d01', 'h12']	Two_Card-12_01
['c07', 'c08', 'd06', 's13']	['s13', 'd06', 'c07']	Three_Card-13_07_06
['c07', 'h01', 'h08', 'h10']	['h01', 'c07']	Two_Card-07_01
['c10', 'd01', 'd13', 'h05']	['d01', 'h05', 'c10']	Three_Card-10_05_01
['c05', 'd05', 'h01', 's04']	['c05', 'h01', 's04']	Three_Card-05_04_01
['c02', 'h04', 's05', 's12']	['s05', 'c02', 'h04']	Three_Card-05_04_02
['c07', 'd07', 'h05', 'h12']	['h05', 'c07']	Two_Card-07_05
['c11', 'd06', 'h10', 's06']	['c11', 'h10', 's06']	Three_Card-11_10_06
['c01', 'c10', 'd07', 'h06']	['c01', 'h06', 'd07']	Three_Card-07_06_01
['c13', 'd06', 'd11', 's12']	['c13', 's12', 'd06']	Three_Card-13_12_06
['c02', 'c03', 'c11', 'h02']	['h02', 'c03']	Two_Card-03_02
['c05', 'c07', 's10', 's12']	['c05', 's10']	Two_Card-10_05
['c05', 'c07', 'h05', 'h10']	['h05', 'c07']	Two_Card-07_05
['c02', 'c03', 'd01', 's02']	['d01', 'c02']	Two_Card-02_01
['c01', 'c03', 'd07', 'd11']	['c01', 'd07']	Two_Card-07_01
['h01', 's02', 's06', 's08']	['h01', 's02']	Two_Card-02_01
['c01', 'd01', 's04', 's08']	['c01', 's04']	Two_Card-04_01
['c07', 'd01', 'h06', 's08']	['d01', 's08', 'h06', 'c07']	Badugi-08_07_06_01
['c06', 'd04', 's04', 's10']	['c06', 'd04']	Two_Card-06_04
['d03', 'd10', 'h08', 's12']	['h08', 's12', 'd03']	Three_Card-12_08_03
['c12', 'd09', 's02', 's04']	['d09', 's02', 'c12']	Three_Card-12_09_02
['c10', 's02', 's07', 's11']	['s02', 'c10']	Two_Card-10_02
['d08', 'd10', 'h11', 'h13']	['h11', 'd08']	Two_Card-11_08
['c08', 'd07', 'h06', 'h12']	['c08', 'h06', 'd07']	Three_Card-08_07_06
['c07', 'c11', 'h09', 's11']	['s11', 'h09', 'c07']	Three_Card-11_09_07
['c02', 'c07', 'd06', 'h07']	['c02', 'h07', 'd06']	Three_Card-07_06_02
['d07', 's04', 's08', 's09']	['d07', 's04']	Two_Card-07_04
['c13', 'd08', 'd11', 'h02']	['c13', 'h02', 'd08']	Three_Card-13_08_02
['c04', 'd01', 'h06', 'h13']	['d01', 'h06', 'c04']	Three_Card-06_04_01
['d08', 'h01', 'h09', 's04']	['h01', 'd08', 's04']	Three_Card-08_04_01
['c06', 'd03', 'h09', 's04']	['h09', 'c06', 'd03', 's04']	Badugi-09_06_04_03
